"商品编码"	,"商品名称"	,"年份"	,"第一计量单位编码"	,"第一计量单位名称"	,"第二计量单位编码"	,"第二计量单位名称"	,
03045200	,"鲜或冷的鲑科鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03045300	,"鲜或冷的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03045400	,"鲜或冷的剑鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03045500	,"鲜或冷的南极犬牙鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03045600	,"鲜或冷的角鲨及其他鲨鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03045700	,"鲜或冷的?鱼及鳐鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03045900	,"其他鲜或冷的鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03046100	,"冻罗非鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03046211	,"冻斑点叉尾?鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03046219	,"其他冻叉尾?鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03046290	,"其他冻鲶鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03046300	,"冻尼罗河鲈鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03046900	,"冻鲤科鱼、鳗鱼及黑鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03047100	,"冻鳕鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03047200	,"冻黑线鳕鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03047300	,"冻绿青鳕鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03047400	,"冻狗鳕鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03047500	,"冻阿拉斯加狭鳕鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03047900	,"其他冻的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03048100	,"冻的大麻哈鱼、大西洋鲑鱼及多瑙哲罗鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03048200	,"冻鳟鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03048300	,"冻比目鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03048400	,"冻剑鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03048500	,"冻南极犬牙鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03048600	,"冻鲱鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03048700	,"冻金枪鱼（金枪鱼属）、鲣鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03048800	,"冻的角鲨、其他鲨鱼、?鱼及鳐鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03048900	,"其他冻鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03049100	,"冻剑鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03049200	,"冻南极犬牙鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03049300	,"冻的罗非鱼、鲶鱼、鳗鱼尼罗河鲈鱼及黑鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03049400	,"冻阿拉斯加狭鳕鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03049500	,"冻的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼肉，阿拉斯加狭鳕鱼的除外"	,2022	,09	,"千克"	,?	,"?"	,
03049600	,"冻的角鲨及其他鲨鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03049700	,"冻的?鱼及鳐鱼鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03049900	,"其他冻鱼肉"	,2022	,09	,"千克"	,?	,"?"	,
03052000	,"干、熏、盐腌或盐渍的鱼肝、鱼卵及鱼精"	,2022	,09	,"千克"	,?	,"?"	,
03053100	,"干、盐腌或盐渍的罗非鱼、鲶鱼、鲤科鱼、鳗鱼、尼罗河鲈鱼及黑鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03053200	,"干、盐腌或盐渍的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03053900	,"其他干、盐腌或盐渍的鱼片"	,2022	,09	,"千克"	,?	,"?"	,
03054110	,"熏大西洋鲑鱼"	,2022	,09	,"千克"	,?	,"?"	,
03054120	,"熏大麻哈鱼及多瑙哲罗鱼"	,2022	,09	,"千克"	,?	,"?"	,
03054200	,"熏鲱鱼"	,2022	,09	,"千克"	,?	,"?"	,
03054300	,"熏鳟鱼"	,2022	,09	,"千克"	,?	,"?"	,
03054400	,"熏的罗非鱼、鲶鱼、鲤科鱼、鳗鱼、尼罗河鲈鱼及黑鱼"	,2022	,09	,"千克"	,?	,"?"	,
03054900	,"其他熏鱼"	,2022	,09	,"千克"	,?	,"?"	,
03055100	,"干鳕鱼"	,2022	,09	,"千克"	,?	,"?"	,
03055200	,"干的罗非鱼、鲶鱼、鳗鱼尼罗河鲈鱼及黑鱼"	,2022	,09	,"千克"	,?	,"?"	,
03055300	,"干的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼"	,2022	,09	,"千克"	,?	,"?"	,
03055410	,"干的银鲳(鲳属)"	,2022	,09	,"千克"	,?	,"?"	,
03055490	,"干的鲱鱼(大西洋鲱鱼、太平洋鲱鱼）、?鱼(?属）、沙丁鱼(沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱、鲭鱼［大西洋鲭、澳洲鲭(鲐）、日本鲭(鲐）］、印度鲭(羽鳃鲐属)、马鲛鱼(马鲛属)、对称竹荚鱼、新西兰竹荚鱼及竹荚鱼(竹荚鱼属）、?鱼(?属）、军曹鱼、秋刀鱼、圆?(圆?属)、多春鱼(毛鳞鱼）、剑鱼、鲔鱼、狐鲣(狐鲣属）、枪鱼 、旗鱼、四鳍旗鱼(旗鱼科）"	,2022	,09	,"千克"	,?	,"?"	,
03055910	,"干的海龙、海马"	,2022	,09	,"千克"	,?	,"?"	,
03055990	,"其他干鱼"	,2022	,09	,"千克"	,?	,"?"	,
03056100	,"盐腌及盐渍的鲱鱼"	,2022	,09	,"千克"	,?	,"?"	,
03056200	,"盐腌及盐渍的鳕鱼"	,2022	,09	,"千克"	,?	,"?"	,
03056300	,"盐腌及盐渍的?鱼"	,2022	,09	,"千克"	,?	,"?"	,
03056400	,"盐腌及盐渍的罗非鱼、鲶鱼、鲤科鱼、鳗鱼、尼罗河鲈鱼及黑鱼"	,2022	,09	,"千克"	,?	,"?"	,
03056910	,"盐腌及盐渍的带鱼"	,2022	,09	,"千克"	,?	,"?"	,
03056920	,"盐腌及盐渍的黄鱼"	,2022	,09	,"千克"	,?	,"?"	,
03056930	,"盐腌及盐渍的鲳鱼(银鲳除外)"	,2022	,09	,"千克"	,?	,"?"	,
03056990	,"未列名盐腌及盐渍的鱼"	,2022	,09	,"千克"	,?	,"?"	,
03057100	,"鲨鱼翅"	,2022	,09	,"千克"	,?	,"?"	,
03057200	,"鱼头、鱼尾、鱼鳔"	,2022	,09	,"千克"	,?	,"?"	,
03057900	,"其他鱼鳍及其他可食用杂碎"	,2022	,09	,"千克"	,?	,"?"	,
03061100	,"冻的岩礁虾和其他龙虾"	,2022	,09	,"千克"	,?	,"?"	,
03061200	,"冻鳌龙虾"	,2022	,09	,"千克"	,?	,"?"	,
03061410	,"冻梭子蟹"	,2022	,09	,"千克"	,?	,"?"	,
03061490	,"其他冻蟹"	,2022	,09	,"千克"	,?	,"?"	,
03061500	,"冻挪威海鳌虾"	,2022	,09	,"千克"	,?	,"?"	,
03061630	,"冻冷水小虾及对虾的虾仁"	,2022	,09	,"千克"	,?	,"?"	,
03061640	,"冻北方长额虾，虾仁除外"	,2022	,09	,"千克"	,?	,"?"	,
03061690	,"其他冻冷水小虾及对虾，虾仁除外"	,2022	,09	,"千克"	,?	,"?"	,
03061730	,"其他冻小虾及对虾的虾仁"	,2022	,09	,"千克"	,?	,"?"	,
03061790	,"其他冻小虾及对虾，虾仁除外"	,2022	,09	,"千克"	,?	,"?"	,
03061911	,"冻淡水小龙虾仁"	,2022	,09	,"千克"	,?	,"?"	,
03061919	,"其他冻淡水小龙虾"	,2022	,09	,"千克"	,?	,"?"	,
03061990	,"其他冻甲壳动物"	,2022	,09	,"千克"	,?	,"?"	,
03063110	,"岩礁虾和其他龙虾种苗"	,2022	,09	,"千克"	,?	,"?"	,
03063190	,"活、鲜或冷的岩礁虾和其他龙虾，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03063210	,"鳌龙虾种苗"	,2022	,09	,"千克"	,?	,"?"	,
03063290	,"活、鲜或冷的鳌龙虾，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03063310	,"蟹种苗"	,2022	,09	,"千克"	,?	,"?"	,
03063391	,"活、鲜或冷的中华绒螯蟹，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03063392	,"活、鲜或冷的梭子蟹，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03063399	,"其他活、鲜或冷的蟹，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03063410	,"挪威海鳌虾种苗"	,2022	,09	,"千克"	,?	,"?"	,
03063490	,"其他活、鲜或冷的挪威海鳌虾"	,2022	,09	,"千克"	,?	,"?"	,
03063510	,"冷水小虾种苗及冷水对虾种苗"	,2022	,09	,"千克"	,?	,"?"	,
03063590	,"活、鲜或冷的冷水小虾及冷水对虾，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03063610	,"其他小虾种苗及对虾种苗"	,2022	,09	,"千克"	,?	,"?"	,
03063690	,"活、鲜或冷的其他小虾及对虾，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03063910	,"其他甲壳动物的种苗"	,2022	,09	,"千克"	,?	,"?"	,
03063990	,"未列名活、鲜或冷的甲壳动物（种苗除外）"	,2022	,09	,"千克"	,?	,"?"	,
03069100	,"本品目所列其他方法加工的岩礁虾及其他龙虾"	,2022	,09	,"千克"	,?	,"?"	,
03069200	,"本品目所列其他方法加工的鳌龙虾"	,2022	,09	,"千克"	,?	,"?"	,
03069310	,"本品目所列其他方法加工的中华绒螯蟹"	,2022	,09	,"千克"	,?	,"?"	,
03069320	,"本品目所列其他方法加工的梭子蟹"	,2022	,09	,"千克"	,?	,"?"	,
03069390	,"本品目所列其他方法加工的其他蟹"	,2022	,09	,"千克"	,?	,"?"	,
03069400	,"本品目所列其他方法加工的挪威海鳌虾"	,2022	,09	,"千克"	,?	,"?"	,
03069510	,"本品目所列其他方法加工的冷水小虾及对虾"	,2022	,09	,"千克"	,?	,"?"	,
03069590	,"本品目所列其他方法加工的其他小虾及对虾"	,2022	,09	,"千克"	,?	,"?"	,
03069900	,"本品目所列其他方法加工的未列名甲壳动物"	,2022	,09	,"千克"	,?	,"?"	,
03071110	,"牡蛎种苗"	,2022	,09	,"千克"	,?	,"?"	,
03071190	,"活、鲜或冷的牡蛎，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03071200	,"冻牡蛎"	,2022	,09	,"千克"	,?	,"?"	,
03071900	,"干、盐腌、盐渍或熏制的牡蛎"	,2022	,09	,"千克"	,?	,"?"	,
03072110	,"扇贝及其他扇贝科软体动物的种苗"	,2022	,09	,"千克"	,?	,"?"	,
03072191	,"活、鲜、冷的扇贝（扇贝属、栉孔扇贝属、巨扇贝属），种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03072199	,"活、鲜、冷的其他扇贝科软体动物，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03072210	,"冻的扇贝（扇贝属、栉孔扇贝属、巨扇贝属)"	,2022	,09	,"千克"	,?	,"?"	,
03072290	,"冻的其他扇贝科软体动物"	,2022	,09	,"千克"	,?	,"?"	,
03072910	,"干、盐腌、盐渍或熏制的扇贝（扇贝属、栉孔扇贝属、巨扇贝属）"	,2022	,09	,"千克"	,?	,"?"	,
03072990	,"干、盐腌、盐渍或熏制的其他扇贝科软体动物"	,2022	,09	,"千克"	,?	,"?"	,
03073110	,"贻贝种苗"	,2022	,09	,"千克"	,?	,"?"	,
03073190	,"活、鲜或冷的贻贝，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03073200	,"冻贻贝"	,2022	,09	,"千克"	,?	,"?"	,
03073900	,"干、盐腌、盐渍或熏制的贻贝"	,2022	,09	,"千克"	,?	,"?"	,
03074210	,"墨鱼及鱿鱼种苗"	,2022	,09	,"千克"	,?	,"?"	,
03074291	,"活、鲜或冷的墨鱼（乌贼属、巨粒僧头乌贼、耳乌贼属）及鱿鱼（柔鱼属、枪乌贼属、双柔鱼属、拟乌贼属），种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03074299	,"其他活、鲜或冷的墨鱼及鱿鱼"	,2022	,09	,"千克"	,?	,"?"	,
03074310	,"冻的墨鱼（乌贼属、巨粒僧头乌贼、耳乌贼属）及鱿鱼（柔鱼属、枪乌贼属、双柔鱼属、拟乌贼属）"	,2022	,09	,"千克"	,?	,"?"	,
03074390	,"其他冻的墨鱼及鱿鱼"	,2022	,09	,"千克"	,?	,"?"	,
03074910	,"干、盐腌、盐渍或熏制的墨鱼（乌贼属、巨粒僧头乌贼、耳乌贼属）及鱿鱼（柔鱼属、枪乌贼属、双柔鱼属、拟乌贼属）"	,2022	,09	,"千克"	,?	,"?"	,
03074990	,"其他干、盐腌、盐渍或熏制的墨鱼及鱿鱼"	,2022	,09	,"千克"	,?	,"?"	,
03075100	,"活、鲜或冷的章鱼"	,2022	,09	,"千克"	,?	,"?"	,
03075200	,"冻章鱼"	,2022	,09	,"千克"	,?	,"?"	,
03075900	,"干、盐腌、盐渍或熏制的章鱼"	,2022	,09	,"千克"	,?	,"?"	,
03076010	,"蜗牛及螺种苗，海螺除外"	,2022	,09	,"千克"	,?	,"?"	,
03076090	,"活、鲜、冷、冻、干、盐腌、盐渍或熏制的蜗牛及螺（不包括海螺），种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03077110	,"蛤、鸟蛤及舟贝的种苗"	,2022	,09	,"千克"	,?	,"?"	,
03077191	,"活、鲜或冷的蛤，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03077199	,"活、鲜或冷的鸟蛤及舟贝，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03077200	,"冻的蛤、鸟蛤及舟贝"	,2022	,09	,"千克"	,?	,"?"	,
03077900	,"干、盐腌、盐渍或熏制的蛤、鸟蛤及舟贝"	,2022	,09	,"千克"	,?	,"?"	,
03078110	,"鲍鱼种苗"	,2022	,09	,"千克"	,?	,"?"	,
03078190	,"活、鲜或冷的鲍鱼，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03078210	,"凤螺种苗"	,2022	,09	,"千克"	,?	,"?"	,
03078290	,"活、鲜或冷的凤螺，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03078300	,"冻鲍鱼"	,2022	,09	,"千克"	,?	,"?"	,
03078400	,"冻凤螺"	,2022	,09	,"千克"	,?	,"?"	,
03078700	,"干、盐腌、盐渍或熏制的鲍鱼"	,2022	,09	,"千克"	,?	,"?"	,
03078800	,"干、盐腌、盐渍或熏制的凤螺"	,2022	,09	,"千克"	,?	,"?"	,
03079110	,"其他软体动物的种苗"	,2022	,09	,"千克"	,?	,"?"	,
03079190	,"未列名活、鲜、冷的软体动物，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03079200	,"未列名冻的软体动物"	,2022	,09	,"千克"	,?	,"?"	,
03079900	,"未列名干、盐腌、盐渍或熏制的软体动物"	,2022	,09	,"千克"	,?	,"?"	,
03081110	,"海参种苗"	,2022	,09	,"千克"	,?	,"?"	,
03081190	,"活、鲜或冷的海参，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03081200	,"冻海参"	,2022	,09	,"千克"	,?	,"?"	,
03081900	,"干、盐腌、盐渍或熏制的海参"	,2022	,09	,"千克"	,?	,"?"	,
03082110	,"海胆种苗"	,2022	,09	,"千克"	,?	,"?"	,
03082190	,"活、鲜或冷的海胆，种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03082200	,"冻海胆"	,2022	,09	,"千克"	,?	,"?"	,
03082900	,"干、盐腌、盐渍或熏制的海胆"	,2022	,09	,"千克"	,?	,"?"	,
03083011	,"海蜇种苗"	,2022	,09	,"千克"	,?	,"?"	,
03083019	,"活、鲜或冷的海蜇, 种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03083090	,"冻、干、盐腌、盐渍或熏制的海蜇"	,2022	,09	,"千克"	,?	,"?"	,
03089011	,"其他不属于甲壳动物及软体动物的水生无脊椎动物种苗"	,2022	,09	,"千克"	,?	,"?"	,
03089012	,"活、鲜或冷的沙蚕, 种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03089019	,"未列名活、鲜或冷的不属于甲壳动物及软体动物的水生无脊椎动物, 种苗除外"	,2022	,09	,"千克"	,?	,"?"	,
03089090	,"其他冻、干、盐腌、盐渍或熏制的不属于甲壳动物及软体动物的水生无脊椎动物"	,2022	,09	,"千克"	,?	,"?"	,
03091000	,"适合供人食用的鱼的细粉、粗粉及团粒"	,2022	,09	,"千克"	,?	,"?"	,
03099000	,"适合供人食用的甲壳动物、软体动物和其他水生无脊椎动物的细粉、粗粉及团粒"	,2022	,09	,"千克"	,?	,"?"	,
04011000	,"未浓缩及未加糖或其他甜物质的乳及稀奶油, 含脂量不超过1%"	,2022	,09	,"千克"	,?	,"?"	,
04012000	,"未浓缩及未加糖或其他甜物质的乳及稀奶油, 含脂量超过1%,但不超过6%"	,2022	,09	,"千克"	,?	,"?"	,
04014000	,"未浓缩及未加糖或其他甜物质的乳及稀奶油, 含脂量超过6％，但不超过10％"	,2022	,09	,"千克"	,?	,"?"	,
04015000	,"未浓缩及未加糖或其他甜物质的乳及稀奶油, 含脂量超过10％"	,2022	,09	,"千克"	,?	,"?"	,
04021000	,"粉状、粒状或其他固状乳及稀奶油，含脂量≤1.5％"	,2022	,09	,"千克"	,?	,"?"	,
04022100	,"粉状、粒状或其他固状乳及稀奶油，含脂量＞1.5％，未加糖或其他甜物质"	,2022	,09	,"千克"	,?	,"?"	,
04022900	,"粉状、粒状或其他固状乳及稀奶油，含脂量＞1.5％，加糖或其他甜物质"	,2022	,09	,"千克"	,?	,"?"	,
04029100	,"非固状乳及稀奶油，未加糖或其他甜物质"	,2022	,09	,"千克"	,?	,"?"	,
04029900	,"非固状乳及稀奶油，加糖或其他甜物质"	,2022	,09	,"千克"	,?	,"?"	,
04032010	,"酸乳，不论是否浓缩，除允许添加的添加剂外，仅可含糖或其他甜味物质、香料、水果、坚果、可可"	,2022	,09	,"千克"	,?	,"?"	,
04032090	,"其他酸乳"	,2022	,09	,"千克"	,?	,"?"	,
04039000	,"酪乳、结块的乳及稀奶油、酸乳酒及其他发酵或酸化的乳和稀奶油"	,2022	,09	,"千克"	,?	,"?"	,
04041000	,"乳清及改性乳清，不论是否浓缩、加糖或其他甜物质"	,2022	,09	,"千克"	,?	,"?"	,
04049000	,"未列名含天然乳产品，不论是否加糖或其他甜物质"	,2022	,09	,"千克"	,?	,"?"	,
04051000	,"黄油"	,2022	,09	,"千克"	,?	,"?"	,
04052000	,"乳酱"	,2022	,09	,"千克"	,?	,"?"	,
04059000	,"其他从乳中提取的脂和油"	,2022	,09	,"千克"	,?	,"?"	,
04061000	,"鲜乳酪包括乳清乳酪；凝乳"	,2022	,09	,"千克"	,?	,"?"	,
04062000	,"各种磨碎或粉化的乳酪"	,2022	,09	,"千克"	,?	,"?"	,
04063000	,"经过加工的乳酪（但磨碎或粉化的除外）"	,2022	,09	,"千克"	,?	,"?"	,
04064000	,"蓝纹乳酪和娄地青霉生产的带纹理的其他乳酪"	,2022	,09	,"千克"	,?	,"?"	,
04069000	,"未列名的乳酪"	,2022	,09	,"千克"	,?	,"?"	,
04071100	,"孵化用受精鸡蛋"	,2022	,09	,"千克"	,01	,"个"	,
04071900	,"其他孵化用受精禽蛋"	,2022	,09	,"千克"	,01	,"个"	,
04072100	,"鲜鸡蛋"	,2022	,09	,"千克"	,01	,"个"	,
04072900	,"其他鲜蛋"	,2022	,09	,"千克"	,01	,"个"	,
04079010	,"咸蛋"	,2022	,09	,"千克"	,01	,"个"	,
04079020	,"皮蛋"	,2022	,09	,"千克"	,01	,"个"	,
04079090	,"未列名腌制或煮过的带壳禽蛋"	,2022	,09	,"千克"	,01	,"个"	,
04081100	,"干蛋黄"	,2022	,09	,"千克"	,?	,"?"	,
04081900	,"其他蛋黄"	,2022	,09	,"千克"	,?	,"?"	,
04089100	,"干去壳禽蛋"	,2022	,09	,"千克"	,?	,"?"	,
04089900	,"其他去壳禽蛋"	,2022	,09	,"千克"	,?	,"?"	,
04090000	,"天然蜂蜜"	,2022	,09	,"千克"	,?	,"?"	,
04101000	,"其他品目未列名的昆虫"	,2022	,09	,"千克"	,?	,"?"	,
04109010	,"燕窝"	,2022	,09	,"千克"	,?	,"?"	,
04109021	,"鲜蜂王浆"	,2022	,09	,"千克"	,?	,"?"	,
04109022	,"鲜蜂王浆粉"	,2022	,09	,"千克"	,?	,"?"	,
04109023	,"蜂花粉"	,2022	,09	,"千克"	,?	,"?"	,
04109029	,"其他蜂产品"	,2022	,09	,"千克"	,?	,"?"	,
04109090	,"未列名食用动物产品"	,2022	,09	,"千克"	,?	,"?"	,
05010000	,"未经加工的人发，不论是否洗涤；废人发"	,2022	,09	,"千克"	,?	,"?"	,
05021010	,"猪鬃"	,2022	,09	,"千克"	,?	,"?"	,
05021020	,"猪毛"	,2022	,09	,"千克"	,?	,"?"	,
05021030	,"猪鬃或猪毛的废料"	,2022	,09	,"千克"	,?	,"?"	,
05029011	,"制刷用山羊毛"	,2022	,09	,"千克"	,?	,"?"	,
05029012	,"制刷用黄鼠狼尾毛"	,2022	,09	,"千克"	,?	,"?"	,
05029019	,"未列名制刷用兽毛"	,2022	,09	,"千克"	,?	,"?"	,
05029020	,"獾毛及其他制刷用兽毛的废料"	,2022	,09	,"千克"	,?	,"?"	,
05040011	,"盐渍猪肠衣（猪大肠头除外）"	,2022	,09	,"千克"	,?	,"?"	,
05040012	,"盐渍绵羊肠衣"	,2022	,09	,"千克"	,?	,"?"	,
05040013	,"盐渍山羊肠衣"	,2022	,09	,"千克"	,?	,"?"	,
05040014	,"盐渍猪大肠头"	,2022	,09	,"千克"	,?	,"?"	,
05040019	,"其他动物肠衣"	,2022	,09	,"千克"	,?	,"?"	,
05040021	,"冷、冻的鸡肫"	,2022	,09	,"千克"	,?	,"?"	,
05040029	,"其他动物的胃"	,2022	,09	,"千克"	,?	,"?"	,
05040090	,"其他动物肠及膀胱，整个或切块"	,2022	,09	,"千克"	,?	,"?"	,
05051000	,"填充用羽毛；羽绒"	,2022	,09	,"千克"	,?	,"?"	,
05059010	,"羽毛或不完整羽毛的粉末及废料"	,2022	,09	,"千克"	,?	,"?"	,
05059090	,"其他羽毛；带有羽毛或绒的鸟皮及鸟其他部分"	,2022	,09	,"千克"	,?	,"?"	,
05061000	,"经酸处理的骨胶原及骨"	,2022	,09	,"千克"	,?	,"?"	,
05069011	,"含牛、羊成分的骨粉及骨废料"	,2022	,09	,"千克"	,?	,"?"	,
05069019	,"其他骨粉及骨废料"	,2022	,09	,"千克"	,?	,"?"	,
05069090	,"其他未经加工或经脱脂、简单整理的骨及角柱"	,2022	,09	,"千克"	,?	,"?"	,
05071000	,"兽牙；兽牙粉末及废料"	,2022	,09	,"千克"	,?	,"?"	,
05079010	,"羚羊角及其粉末和废料"	,2022	,09	,"千克"	,?	,"?"	,
05079020	,"鹿茸及其粉末"	,2022	,09	,"千克"	,?	,"?"	,
05079090	,"龟壳、鲸须、其他兽角、蹄、甲爪及喙；上述产品的粉末及废料"	,2022	,09	,"千克"	,?	,"?"	,
05080010	,"软体、甲壳或棘皮动物壳及墨鱼骨的粉末及废料"	,2022	,09	,"千克"	,?	,"?"	,
05080090	,"珊瑚及类似品；软体、甲壳或棘皮动物壳，墨鱼骨"	,2022	,09	,"千克"	,?	,"?"	,
05100010	,"黄药"	,2022	,09	,"千克"	,?	,"?"	,
05100020	,"龙涎香、海狸香、灵猫香"	,2022	,09	,"千克"	,?	,"?"	,
05100030	,"麝香"	,2022	,09	,"千克"	,?	,"?"	,
05100040	,"斑蝥"	,2022	,09	,"千克"	,?	,"?"	,
05100090	,"未列名配药用腺体及其他动物产品"	,2022	,09	,"千克"	,?	,"?"	,
05111000	,"牛的精液"	,2022	,09	,"千克"	,01	,"支"	,
05119111	,"受精鱼卵"	,2022	,09	,"千克"	,?	,"?"	,
05119119	,"其他鱼产品"	,2022	,09	,"千克"	,?	,"?"	,
05119190	,"未列名甲壳动物、软体动物及其他水生无脊椎动物的产品；第3章的死动物"	,2022	,09	,"千克"	,?	,"?"	,
05119910	,"动物精液（牛的精液除外）"	,2022	,09	,"千克"	,?	,"?"	,
05119920	,"动物胚胎"	,2022	,09	,"千克"	,?	,"?"	,
05119930	,"蚕种"	,2022	,09	,"千克"	,?	,"?"	,
05119940	,"马毛及废马毛，不论是否制成有或无衬垫的毛片"	,2022	,09	,"千克"	,?	,"?"	,
05119990	,"其他品目未列名动物产品；不适合供人食用的第1章的死动物"	,2022	,09	,"千克"	,?	,"?"	,
06011010	,"番红花球茎"	,2022	,01	,"个"	,09	,"千克"	,
06011021	,"种用百合球茎"	,2022	,01	,"个"	,09	,"千克"	,
06011029	,"其他百合球茎"	,2022	,01	,"个"	,09	,"千克"	,
06011091	,"种用休眠的鳞茎、块茎、块根、球茎、根颈及根茎"	,2022	,01	,"个"	,09	,"千克"	,
06011099	,"未列名休眠的鳞茎、块茎、块根、球茎、根颈及根茎"	,2022	,01	,"个"	,09	,"千克"	,
06012000	,"生长或开花的鳞茎、块茎、块根、球茎、根颈及根茎；菊苣植物及其根"	,2022	,01	,"个"	,09	,"千克"	,
06021000	,"无根插枝及接穗植物"	,2022	,01	,"株"	,09	,"千克"	,
06022010	,"食用水果或坚果种用苗木"	,2022	,01	,"株"	,09	,"千克"	,
06022090	,"食用水果或坚果树、灌木，种用除外"	,2022	,01	,"株"	,09	,"千克"	,
06023010	,"种用杜鹃"	,2022	,01	,"株"	,09	,"千克"	,
06023090	,"其他杜鹃，不论是否嫁接"	,2022	,01	,"株"	,09	,"千克"	,
06024010	,"种用玫瑰"	,2022	,01	,"株"	,09	,"千克"	,
06024090	,"其他玫瑰，不论是否嫁接"	,2022	,01	,"株"	,09	,"千克"	,
06029010	,"蘑菇菌丝"	,2022	,09	,"千克"	,?	,"?"	,
06029091	,"其他种用苗木"	,2022	,01	,"株"	,09	,"千克"	,
06029092	,"兰花，种用除外"	,2022	,01	,"株"	,09	,"千克"	,
06029093	,"菊花，种用除外"	,2022	,01	,"株"	,09	,"千克"	,
06029094	,"百合，种用除外"	,2022	,01	,"株"	,09	,"千克"	,
06029095	,"康乃馨，种用除外"	,2022	,01	,"株"	,09	,"千克"	,
06029099	,"未列名活植物"	,2022	,01	,"株"	,09	,"千克"	,
06031100	,"鲜的制花束或装饰用的玫瑰插花及花蕾"	,2022	,09	,"千克"	,01	,"枝"	,
06031200	,"鲜的制花束或装饰用的康乃馨插花及花蕾"	,2022	,09	,"千克"	,01	,"枝"	,
